username,author id,created,text,retwc,hashtag,followers,friends,polarity,subjectivity
Katya,175180732,2017-05-14 20:09:59,Too blessed to be stressed when your mom's the best. #MothersDay https://t.co/EEvZFQztRP,709,MothersDay,254683,739,1.0,0.3
FutureFemaleLeaders,624849630,2017-05-14 13:45:14,"Stressed *calls mom*
Happy *calls mom*
Anxious *calls mom*
Sad *calls mom*
Excited *calls mom*
Annoyed *calls mom*

Happy #MothersDay!",596,MothersDay,49727,453,0.1708333333333333,0.9249999999999999
Thomas Sanders,612750924,2017-05-11 18:25:29,"""You look tired and stressed, are you stressed?""
Well I didn't think I was until you just made me self-conscious about how I looked!!",994,None,447065,1024,-0.625,0.7
OXTAIL GAWD,20691338,2017-05-13 16:34:52,ya back teeth are stressed https://t.co/89PXlErU51,753,None,78507,27727,0.0,0.0
Malaa,3100257690,2017-05-12 19:20:20,I'm too young to be stressed out.,835,None,29703,178,0.1,0.4
Yoni Appelbaum,269911034,2017-05-09 11:32:35,".@PRRIpoll 10. Bottom line? White, working class Trump voters felt culturally displaced and resentful, not financia... https://t.co/BiHl2Ll51y",2299,None,19743,496,0.05,0.05
The Independent,16973333,2017-05-10 22:48:01,Finland is giving each citizen a universal basic income and it is making people less stressed https://t.co/KFXKuhy9wl,514,None,2213654,1125,-0.05555555555555555,0.06388888888888888
AcneSkinSite,143014330,2017-05-10 08:45:02,"Don't Worry Be Happy. The more stressed you are, the more your body reacts and you may see more blemishes.",448,None,834238,6,0.575,0.625
SZA,256883252,2017-05-09 04:54:40,Grateful + stressed  /occasionally apologetic https://t.co/NE9et3z0SP,493,None,319250,471,0.0,0.0
Oliver Kamm,157760297,2017-05-13 18:43:02,Corbyn on foreign policy: can't be stressed enough that he joined Pilger in whitewashing war crimes of Milosevic. https://t.co/zeSMNeKCRU,212,None,19519,997,-0.0625,0.3125
Vogue Magazine,136361303,2017-05-16 04:47:11,6 ways to sleep when you're stressed: https://t.co/Ckebep55b2,42,None,12781221,530,0.0,0.0
Shannon Clermont,267545354,2017-05-09 14:31:34,Too blessed to be stressed ,464,None,95823,853,0.0,0.0
Sophia Benoit,257591704,2017-05-09 01:47:32,"me: i'm stressed
my body: here is some acne
me:...
my body: because you're stressed
me: I know i'm stressed
my body: so did it help?",225,None,56693,813,0.0,0.0
