"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","language","profileImageURL"
"1","RT @PETTYMAMII: Napping is legit my only form of conflict resolution. Sad, mad,  stressed out, confused all that .. just take a nap <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>",FALSE,0,NA,2017-06-05 06:35:38,FALSE,NA,"871616485705236484",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Madison_Elder01",20894,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/871228364278734848/QbepM95w_normal.jpg"
"2","I'm really stressed yet excited about this stupid class starting tomorrow lmao",FALSE,0,NA,2017-06-05 06:35:37,FALSE,NA,"871616481041108992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","l_clarkson",0,FALSE,FALSE,NA,NA,"Texas","en","http://pbs.twimg.com/profile_images/866642720793788417/qy5GMt3G_normal.jpg"
"3","RT @vantablvck: i'm too young to be this stressed",FALSE,0,NA,2017-06-05 06:35:37,FALSE,NA,"871616478918852608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KarlaBastar",10994,TRUE,FALSE,NA,NA,"Cdmx","en","http://pbs.twimg.com/profile_images/871283234339930113/KTPmJ3M6_normal.jpg"
"4","stressed bc CHI CHI is THE bop of the year (so far) thanks to azealia banks https://t.co/JeUfUAnwbq https://t.co/qIZU9xU1o6",FALSE,0,NA,2017-06-05 06:35:34,FALSE,NA,"871616468848451584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ultrasilenx",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/865699596156248064/BIt0kmHM_normal.jpg"
"5","RT @PETTYMAMII: Napping is legit my only form of conflict resolution. Sad, mad,  stressed out, confused all that .. just take a nap <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>",FALSE,0,NA,2017-06-05 06:35:30,FALSE,NA,"871616451903279109",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","novved17",20894,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/851717355574919168/FiVi0Jfg_normal.jpg"
"6","RT @PETTYMAMII: Napping is legit my only form of conflict resolution. Sad, mad,  stressed out, confused all that .. just take a nap <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>",FALSE,0,NA,2017-06-05 06:35:26,FALSE,NA,"871616434740318208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LiI_Rhodey",20894,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/866515513127710720/0fcWfXw1_normal.jpg"
"7","RT @iSipmedicine: I see myself in 10 years.....heartbroken.....
stressed.....depressed but Im putting ice on it<ed><U+00A0><U+00BD><ed><U+00B2><U+008E><ed><U+00A0><U+00BD><ed><U+00B2><U+008E><ed><U+00A0><U+00BD><ed><U+00B2><U+008E>",FALSE,0,NA,2017-06-05 06:35:22,FALSE,NA,"871616418055245824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nochill1196",788,TRUE,FALSE,NA,NA,"texas","en","http://pbs.twimg.com/profile_images/870831838788411393/Iel1dT0P_normal.jpg"
"8","Been sleeping so much because I'm so stressed... Cause if I'm up I'm not doing nothing but thinking about my problems.",FALSE,0,NA,2017-06-05 06:35:22,FALSE,NA,"871616417032007680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","itsTricey_",0,FALSE,FALSE,NA,NA,"STL","en","http://pbs.twimg.com/profile_images/871485298055802880/oohu1xWS_normal.jpg"
"9","@taylorswift533: Stressed? Burned out? Need a holiday? Check our amzng #CapeTown train #holidays! #LoveCapeTown https://t.co/U8mOYmWa8Y",FALSE,0,"taylorswift533",2017-06-05 06:35:19,FALSE,NA,"871616404499435520","866251499059400705","<a href=""https://statusbrew.com"" rel=""nofollow"">Statusbrew</a>","SouthAfricaRail",0,FALSE,FALSE,NA,NA,"Book online at","en","http://pbs.twimg.com/profile_images/474992577305784320/Y_pMe3LM_normal.png"
"10","RT @vantablvck: i'm too young to be this stressed",FALSE,0,NA,2017-06-05 06:35:14,FALSE,NA,"871616384773439488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AliisonZavala",10994,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/867484953835167745/7W0_jABU_normal.jpg"
"11","RT @PETTYMAMII: Napping is legit my only form of conflict resolution. Sad, mad,  stressed out, confused all that .. just take a nap <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>",FALSE,0,NA,2017-06-05 06:35:09,FALSE,NA,"871616363638308864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sam27Torres",20894,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/854575250486329344/8FViL-QA_normal.jpg"
"12","RT @PETTYMAMII: Napping is legit my only form of conflict resolution. Sad, mad,  stressed out, confused all that .. just take a nap <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>",FALSE,0,NA,2017-06-05 06:35:06,FALSE,NA,"871616349327564801",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","naturallybri_c",20894,TRUE,FALSE,NA,NA,"Decatur, GA","en","http://pbs.twimg.com/profile_images/802765716827111424/I3MhuyB3_normal.jpg"
"13","RT @stephenjmolloy: [Job interview]
""And your weaknesses?""

Clark Kent: ""Krypto- err... I mean sometimes I get stressed trying to meet a de…",FALSE,0,NA,2017-06-05 06:35:01,FALSE,NA,"871616330331553792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ellenemi",18,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/3211099260/61aae49688cf4e50bc4cf1771620aa03_normal.png"
"14","RT @vantablvck: i'm too young to be this stressed",FALSE,0,NA,2017-06-05 06:34:58,FALSE,NA,"871616317933076482",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vidadesarah",10994,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/816189081856028672/uwl8Bfve_normal.jpg"
"15","RT @iSipmedicine: I see myself in 10 years.....heartbroken.....
stressed.....depressed but Im putting ice on it<ed><U+00A0><U+00BD><ed><U+00B2><U+008E><ed><U+00A0><U+00BD><ed><U+00B2><U+008E><ed><U+00A0><U+00BD><ed><U+00B2><U+008E>",FALSE,0,NA,2017-06-05 06:34:57,FALSE,NA,"871616314535804929",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Waveychild",788,TRUE,FALSE,NA,NA,"Rt My Favs","en","http://pbs.twimg.com/profile_images/853380052557459457/4BXZj_T2_normal.jpg"
"16","RT @vantablvck: i'm too young to be this stressed",FALSE,0,NA,2017-06-05 06:34:57,FALSE,NA,"871616312438652928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wtvoarroba",10994,TRUE,FALSE,NA,NA,"porto","pt","http://pbs.twimg.com/profile_images/871486302717345793/_DnCI9hU_normal.jpg"
"17","Mom stressed there's a lot of shit we need.",FALSE,0,NA,2017-06-05 06:34:57,FALSE,NA,"871616312430047233",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SlySoka",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/809191299198894080/Fg043UQr_normal.jpg"
"18","RT @gisselleijd: man...im so stressed out",FALSE,0,NA,2017-06-05 06:34:50,FALSE,NA,"871616284491776000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wtvralexandra",15,TRUE,FALSE,NA,NA,"Hayward, CA","en","http://pbs.twimg.com/profile_images/871571892590723072/I8EkeYWp_normal.jpg"
"19","RT @mixing_genius: I'm always stressed n I just wanna be free",FALSE,0,NA,2017-06-05 06:34:39,FALSE,NA,"871616235938521089",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hgoode0168",2,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/867890646413168640/JozyYwTH_normal.jpg"
"20","RT @PETTYMAMII: Napping is legit my only form of conflict resolution. Sad, mad,  stressed out, confused all that .. just take a nap <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>",FALSE,0,NA,2017-06-05 06:34:38,FALSE,NA,"871616233015201793",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kaylynnm_",20894,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/856742035918901248/5I6HvShv_normal.jpg"
"21","RT @PETTYMAMII: Napping is legit my only form of conflict resolution. Sad, mad,  stressed out, confused all that .. just take a nap <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>",FALSE,0,NA,2017-06-05 06:34:37,FALSE,NA,"871616230804738048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rracheeell",20894,TRUE,FALSE,NA,NA,"jax's ","en","http://pbs.twimg.com/profile_images/844436963839164416/ZbhRAKhh_normal.jpg"
"22","RT @andibeth012: ADORABLE SHY FRIENDLY BUT STRESSED N NAZI CAMP #NYCACC ABND BOY NEEDS HERO! CAN B KILLED 6/5 IF NOT #RESCUED #FOSTERED SAV…",FALSE,0,NA,2017-06-05 06:34:27,FALSE,NA,"871616188266237952",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pocs80",3,TRUE,FALSE,NA,NA,"München ","de","http://pbs.twimg.com/profile_images/793418422814117888/1kHlL6GA_normal.jpg"
"23","RT @PETTYMAMII: Napping is legit my only form of conflict resolution. Sad, mad,  stressed out, confused all that .. just take a nap <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>",FALSE,0,NA,2017-06-05 06:34:26,FALSE,NA,"871616184470224897",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Laurinaa_",20894,TRUE,FALSE,NA,NA,"tela, honduras <U+2708><U+FE0F>  az","en","http://pbs.twimg.com/profile_images/870451203397873664/MIf5lhVe_normal.jpg"
"24","RT @vantablvck: i'm too young to be this stressed",FALSE,0,NA,2017-06-05 06:34:25,FALSE,NA,"871616180041248769",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wolvxshoran",10994,TRUE,FALSE,NA,NA,"niall horan #1 oned stan","pt","http://pbs.twimg.com/profile_images/869590004225409033/hMzoCWyQ_normal.jpg"
"25","I would be so stressed, and I would cry so much because that season of waiting was just killing me.",FALSE,0,NA,2017-06-05 06:34:23,FALSE,NA,"871616170067021824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CynKay7",0,FALSE,FALSE,NA,NA,"Texas, USA","en","http://pbs.twimg.com/profile_images/866486005611868161/3oa9lf3j_normal.jpg"
"26","RT @e3than_: I'm Stressed the fuck out to many shit happening <ed><U+00A0><U+00BD><ed><U+00B8><U+0093>one after another I swear",FALSE,0,NA,2017-06-05 06:34:22,FALSE,NA,"871616164496941056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","__elizabxthh",1,TRUE,FALSE,NA,NA,"Los Angeles, CA","en","http://pbs.twimg.com/profile_images/870436227425509378/XpLLlJvU_normal.jpg"
"27","I'm gonna be so stressed tomorrow",FALSE,0,NA,2017-06-05 06:34:19,FALSE,NA,"871616155487674368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jasonybarra23",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/869634228887203842/_k6H_HIy_normal.jpg"
"28","RT @PETTYMAMII: Napping is legit my only form of conflict resolution. Sad, mad,  stressed out, confused all that .. just take a nap <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>",FALSE,0,NA,2017-06-05 06:34:18,FALSE,NA,"871616148688613376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thtgurl_yanna",20894,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/864581399147298816/XfLJd9-f_normal.jpg"
"29","RT @TheMindBlowings: ""Are you okay?
""Are you stressed?""
""Have you slept at all?""

Me: https://t.co/uvIitP40xU",FALSE,0,NA,2017-06-05 06:34:15,FALSE,NA,"871616135761874944",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","all1dcrew",926,TRUE,FALSE,NA,NA,"own no content posted","en","http://pbs.twimg.com/profile_images/831234654929829888/R6im0Hw6_normal.jpg"
"30","RT @vantablvck: i'm too young to be this stressed",FALSE,0,NA,2017-06-05 06:34:11,FALSE,NA,"871616120976834560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farahhein",10994,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/868773702913056770/qTCuagZN_normal.jpg"
"31","RT @PETTYMAMII: Napping is legit my only form of conflict resolution. Sad, mad,  stressed out, confused all that .. just take a nap <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>",FALSE,0,NA,2017-06-05 06:34:11,FALSE,NA,"871616120926593024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Destinykiara7",20894,TRUE,FALSE,NA,NA,"Texas, USA","en","http://pbs.twimg.com/profile_images/808510652956508160/K4CPWmqp_normal.jpg"
"32","RT @PETTYMAMII: Napping is legit my only form of conflict resolution. Sad, mad,  stressed out, confused all that .. just take a nap <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>",FALSE,0,NA,2017-06-05 06:34:05,FALSE,NA,"871616096280772609",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xvrebecca",20894,TRUE,FALSE,NA,NA,"United States","en","http://pbs.twimg.com/profile_images/853491949919244290/sqSyA4YF_normal.jpg"
"33","@kuroskiryu he is so overworked and stressed",FALSE,0,"kuroskiryu",2017-06-05 06:34:02,FALSE,"871616027712512000","871616083580653568","3264673971","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VODKABLAZE",0,FALSE,FALSE,NA,NA,"USA","en","http://pbs.twimg.com/profile_images/865020951037083648/2p7jU7kp_normal.jpg"
"34","RT @PETTYMAMII: Napping is legit my only form of conflict resolution. Sad, mad,  stressed out, confused all that .. just take a nap <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>",FALSE,0,NA,2017-06-05 06:34:02,FALSE,NA,"871616080506216448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SnyderLeAnn",20894,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/846533623058718721/kh5_gaZ-_normal.jpg"
"35","RT @PETTYMAMII: Napping is legit my only form of conflict resolution. Sad, mad,  stressed out, confused all that .. just take a nap <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>",FALSE,0,NA,2017-06-05 06:33:58,FALSE,NA,"871616065830342656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pRincesstorii_",20894,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/865143933386407937/Bv8Lt3eJ_normal.jpg"
"36","RT @faroukool: @zzhDzkf He looks like he's stressed out spending all the money.",FALSE,0,NA,2017-06-05 06:33:54,FALSE,NA,"871616050135130112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","syakirasyahrain",44,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/856076099234570240/IK47bqOP_normal.jpg"
"37","RT @PETTYMAMII: Napping is legit my only form of conflict resolution. Sad, mad,  stressed out, confused all that .. just take a nap <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>",FALSE,0,NA,2017-06-05 06:33:46,FALSE,NA,"871616015079047168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nosoulnichole",20894,TRUE,FALSE,NA,NA,"<ed><U+00A0><U+00BC><ed><U+00BF><U+00B3><U+FE0F><U+200D><ed><U+00A0><U+00BC><ed><U+00BC><U+0088>","en","http://pbs.twimg.com/profile_images/868267145427156993/Lm1ypnOH_normal.jpg"
"38","RT @vantablvck: i'm too young to be this stressed",FALSE,0,NA,2017-06-05 06:33:44,FALSE,NA,"871616007911206912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","13rwasonsy",10994,TRUE,FALSE,NA,NA,"","pt","http://pbs.twimg.com/profile_images/865798353434681344/GxgyaPPj_normal.jpg"
"39","RT @PETTYMAMII: Napping is legit my only form of conflict resolution. Sad, mad,  stressed out, confused all that .. just take a nap <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>",FALSE,0,NA,2017-06-05 06:33:44,FALSE,NA,"871616007453851649",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LilCourt_",20894,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/851580000679710721/n6Ck3zYg_normal.jpg"
"40","RT @vantablvck: i'm too young to be this stressed",FALSE,0,NA,2017-06-05 06:33:42,FALSE,NA,"871615998180208641",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","emanuelaxsolaka",10994,TRUE,FALSE,NA,NA,"Sydney, Australia","en","http://pbs.twimg.com/profile_images/869876975434739712/J6lBt6w__normal.jpg"
"41","RT @stephenjmolloy: [Job interview]
""And your weaknesses?""

Clark Kent: ""Krypto- err... I mean sometimes I get stressed trying to meet a de…",FALSE,0,NA,2017-06-05 06:33:40,FALSE,NA,"871615990643261444",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","leeoliverbrown",18,TRUE,FALSE,NA,NA,"Norwich, England","en","http://pbs.twimg.com/profile_images/864841047976923138/5YA7b3jz_normal.jpg"
"42","RT @ThatsMy_Pye: Bitches be looking stressed TF out <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>.",FALSE,0,NA,2017-06-05 06:33:39,FALSE,NA,"871615984368574464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","only1ty_",5,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/866520108860141568/SLABRyFE_normal.jpg"
"43","So stressed, I'm calm <ed><U+00A0><U+00BD><ed><U+00B9><U+0083>",FALSE,0,NA,2017-06-05 06:33:36,FALSE,NA,"871615973920448514",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marissa_keani24",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/867265962243969024/Mr5Wgwky_normal.jpg"
"44","RT @vantablvck: i'm too young to be this stressed",FALSE,0,NA,2017-06-05 06:33:34,FALSE,NA,"871615966618284034",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mishawitch",10994,TRUE,FALSE,NA,NA,"<U+03B8> spn <U+03B8> jb <U+03B8> oned <U+03B8> hp <U+03B8>","pt","http://pbs.twimg.com/profile_images/870854829945573378/j5T2OsbZ_normal.jpg"
"45","RT @lizzieterp: The girl doing my hair said I seemed stressed so she's been doing my hair in silence and it's so relaxing and I'm so thankf…",FALSE,0,NA,2017-06-05 06:33:33,FALSE,NA,"871615959710273536",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AdrianS31847276",0,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/871422566702907392/jFXc-VDQ_normal.jpg"
"46","RT @WayneHarper_: Ever feel like you're too young to be this stressed out??",FALSE,0,NA,2017-06-05 06:33:31,FALSE,NA,"871615953200492544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","brianaallysa",50,TRUE,FALSE,NA,NA,"Texas, USA","en","http://pbs.twimg.com/profile_images/871605508070793216/nLWZ64w7_normal.jpg"
"47","I stressed out so much this last week my diet failed me. Tomorrow's a big day. My BIG interview.… https://t.co/Jwhs2yXh9a",FALSE,0,NA,2017-06-05 06:33:29,FALSE,NA,"871615943822258176",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","pinkyypattyy",0,FALSE,FALSE,NA,NA,"OC","en","http://pbs.twimg.com/profile_images/856591591967907842/f7jXffph_normal.jpg"
"48","RT @heartlle: So stressed out that I'm relaxed",FALSE,0,NA,2017-06-05 06:33:28,FALSE,NA,"871615940739293184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","emilyyy_turnerr",341,TRUE,FALSE,NA,NA,"hell","en","http://pbs.twimg.com/profile_images/862368089450610688/IGwdOH33_normal.jpg"
"49","RT @vantablvck: i'm too young to be this stressed",FALSE,0,NA,2017-06-05 06:33:28,FALSE,NA,"871615940042956800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_CourtneyRenay",10994,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/815794742076276736/RPGlVFTR_normal.jpg"
"50","Are you stressed up, depressed, lethargic, confused, troubled,  or sick? Remember - Within you lies the greatest... https://t.co/FkKCvrRlo8",FALSE,0,NA,2017-06-05 06:33:25,FALSE,NA,"871615928080924672",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","AmwellBiz",0,FALSE,FALSE,NA,NA,"International","en","http://pbs.twimg.com/profile_images/480755546811670528/psBbD5gM_normal.jpeg"
"51","RT @PETTYMAMII: Napping is legit my only form of conflict resolution. Sad, mad,  stressed out, confused all that .. just take a nap <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>",FALSE,0,NA,2017-06-05 06:33:21,FALSE,NA,"871615911362514944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaemelx",20894,TRUE,FALSE,NA,NA,"<U+273F><U+65E5><U+672C>-VA<U+273F>","en","http://pbs.twimg.com/profile_images/870885716565381120/B7D2wb-y_normal.jpg"
"52","RT @vantablvck: i'm too young to be this stressed",FALSE,0,NA,2017-06-05 06:33:20,FALSE,NA,"871615907704971265",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fatinnxdhirah",10994,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/870645524143013888/R5BFjswQ_normal.jpg"
"53","RT @Cam_Moreno17: To young and to blessed to be stressed out <U+261D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>",FALSE,0,NA,2017-06-05 06:33:19,FALSE,NA,"871615900494905344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marleeen_m",2,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/743907941086965761/VRSFOGnh_normal.jpg"
"54","@ItsBluBlu I know... I was stressed out",FALSE,0,"ItsBluBlu",2017-06-05 06:33:15,FALSE,"871547465186418688","871615885919883264","1522700892","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JessieSkyworld",0,FALSE,FALSE,NA,NA,"<ed><U+00A0><U+00BC><ed><U+00BD><U+0086>","xx-lc","http://pbs.twimg.com/profile_images/871143470072823808/QSXkd6hn_normal.jpg"
"55","Stressed",FALSE,0,NA,2017-06-05 06:33:11,FALSE,NA,"871615868660097025",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mali__al",0,FALSE,FALSE,NA,NA,"Bay Area","en","http://pbs.twimg.com/profile_images/843990625200431106/W1Jco8JQ_normal.jpg"
"56","IMAGINE FINISHING UNIVERSITY DESPITE HAVING A BUSY SCHED AND WITHOUT LOOKING ALL STRESSED AND HAGGARD BECAUSE I CANT",FALSE,0,NA,2017-06-05 06:33:11,FALSE,NA,"871615866445512704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","staeverries",0,FALSE,FALSE,NA,NA,"soft? hard?<U+300E>160730 <U+2728><U+300F>","en","http://pbs.twimg.com/profile_images/871375619119923205/Qqx1Rx-e_normal.jpg"
"57","RT @PETTYMAMII: Napping is legit my only form of conflict resolution. Sad, mad,  stressed out, confused all that .. just take a nap <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>",FALSE,0,NA,2017-06-05 06:33:10,FALSE,NA,"871615862419095552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","themarissamarie",20894,TRUE,FALSE,NA,NA,"living life w/ love","en","http://pbs.twimg.com/profile_images/870679647054213120/wZVZdQf9_normal.jpg"
"58","RT @reaIate: TBH if a clown chased me with a knife I'd probably stand still and let them stab me. Idc anymore, I'm in debt, I'm broke, I'm…",FALSE,0,NA,2017-06-05 06:33:07,FALSE,NA,"871615852327559169",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","its_Sak_",20276,TRUE,FALSE,NA,NA,"Ya like jazz?","en","http://pbs.twimg.com/profile_images/867976813787533313/owvznle5_normal.jpg"
"59","just played mafia with my fam and ive never been so stressed and aggressive in my whole life, this game ruins relationships for sure <ed><U+00A0><U+00BD><ed><U+00B2><U+0080>",FALSE,0,NA,2017-06-05 06:33:06,FALSE,NA,"871615847042646017",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jisolmao",0,FALSE,FALSE,NA,NA,"170308","en","http://pbs.twimg.com/profile_images/869943771336556544/F5tCIEJO_normal.jpg"
"60","RT @stephenjmolloy: [Job interview]
""And your weaknesses?""

Clark Kent: ""Krypto- err... I mean sometimes I get stressed trying to meet a de…",FALSE,0,NA,2017-06-05 06:33:05,FALSE,NA,"871615845042081793",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","fray_04",18,TRUE,FALSE,NA,NA,"505","en","http://pbs.twimg.com/profile_images/864178752984563712/LzMuqXwJ_normal.jpg"
"61","@susannareid100 you look quite stressed during the @piersmorgan &amp; #karenbradley #GMB",FALSE,2,"susannareid100",2017-06-05 06:33:05,FALSE,NA,"871615843297349632","19477583","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nicholasmith6",0,FALSE,FALSE,NA,NA,"Cardiff, Wales","en","http://pbs.twimg.com/profile_images/847192772440416256/t6-bM28h_normal.jpg"
"62","RT @PETTYMAMII: Napping is legit my only form of conflict resolution. Sad, mad,  stressed out, confused all that .. just take a nap <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>",FALSE,0,NA,2017-06-05 06:33:04,FALSE,NA,"871615840730226688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tayiathedoll",20894,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/869828936879849472/WP_eiyXj_normal.jpg"
