created,text,retwc,hashtag,followers,friends
2017-05-02 17:51:04,"b'too bless to be stress, My most favorite track , when you have God in real life you need no friends... \n.. https://t.co/IJohRHfVjz'",0,None,28,353
2017-05-02 17:51:01,"b""RT @byekhanyi: don't stress us please https://t.co/Gjm1I4kHV1""",340,None,1532,609
2017-05-02 17:51:00,"b""RT @hennythoughts: I'm so happy. Like one of those free, full of laughter, never letting anything stress or discourage me, always smiling h\xe2\x80\xa6""",124,None,6167,3470
2017-05-02 17:50:59,"b'RT @UrFavritAsshole: LIBRA: DONT LET ANYTHING STRESS U OUT, U HAVE ENOUGH TO DEAL WITH RIGHT NOW. HANDLE WHAT U CAN AND LEAVE DA REST IN GO\xe2\x80\xa6'",101,None,1127,416
2017-05-02 17:50:56,"b""Escaping from son's GCSE revision stress with yoga. He is escaping with kick boxing #horsesforcourses #makeitstop""",0,horsesforcourses,293,326
2017-05-02 17:50:56,"b'RT @MarilynMonroeDC: I miss being a little kid with no stress, worries, or care in the world.'",50,None,2163,490
2017-05-02 17:50:55,b'Nobody can stress me out as quickly and as easily as @webster309 \xf0\x9f\x99\x84\xf0\x9f\x98\x82',0,None,997,648
2017-05-02 17:50:54,b'RT if todays RUN BTS! Ep just took away all the stress and worries from today\n\nI vote @BTS_twt for the Top Social Artist Award #BTSBBMAs',15,BTSBBMAs,4854,4534
2017-05-02 17:50:53,"b'My finals are done but I still feel bone crunching stress so I can\'t even bask in that ""finals are done"" relief \xf0\x9f\x99\x82'",0,None,129,328
2017-05-02 17:50:52,"b""@luciault_ Stop\xf0\x9f\x98\x82\xf0\x9f\x98\x82 We're not capable off all the pressure and stress we have rn \xf0\x9f\x98\xa9""",0,None,318,129
2017-05-02 17:50:52,"b'RT @MisterHugotero: When I play my music, all my problems, stress, bad moods disappear, for a while.'",11,None,211,446
2017-05-02 17:50:50,b'@woofpickle @Adarael I stress a lot of people out because of this.',0,None,76,267
2017-05-02 17:50:50,"b""@AnnieLonden Know your way around the new SunTrust Park yet? Here's our stress-free parking guide for the area! https://t.co/4XRlx3NxTF""",0,None,833621,57993
2017-05-02 17:50:49,"b""@kagrimccann that's ok, it's just my post traumatic stress disorder kicking in when the s word is mentioned""",0,None,30,52
2017-05-02 17:50:49,b'RT @ndiandrh: i have the habit of staring at girls when i admire their beauty but people always think the other way round i stress. \xf0\x9f\x98\xa9',12,None,400,357
2017-05-02 17:50:48,b'Practiced my reading for tonight five times without puking--just stress burps. I am amazing.',0,None,563,1062
2017-05-02 17:50:47,"b'#finals - junk food, coffee, no sleep - or, you could try these tips from @USC experts to help you beat the stress https://t.co/PmxqTwumHw'",0,finals,5140,1401
2017-05-02 17:50:46,"b""RT @aqeelpsp: Never stress on what you can't control, and never worry about what isn't yours. Because Allah knows best for you.\xf0\x9f\x92\x95\n#PSPHydPro\xe2\x80\xa6""",13,None,236,347
2017-05-02 17:50:45,b'RT @Tshegokiie: University stress will make you do things that cannot be done.',102,None,120,310
2017-05-02 17:50:45,b'RT @KlSSMYBATTERY: oh my fucking god my headache is cured my upset stomach is happy my stress is gone my life is bright i have perfect eyes\xe2\x80\xa6',3,None,1850,291
2017-05-02 17:50:44,"b'-at the moment. Being absent from him was one of her biggest points of stress, among other things. She could feel the tension housed in -'",0,None,209,160
2017-05-02 17:50:44,b'\xf0\x9f\x8c\xb8 stress free https://t.co/2cgIuICsnX',0,None,498,421
2017-05-02 17:50:43,b'Stress',0,None,16,20
2017-05-02 17:50:43,b'I need to go to the beach asap Bc the beach is my stress reliever',0,None,360,302
2017-05-02 17:50:43,"b'RT @lifeofjordyn_: i need some bomb ass, stress relieving head\xf0\x9f\x98\xa9'",2,None,1116,686
2017-05-02 17:50:43,"b'Race day (or meet day) is all about having fun maxing out, not existential stress.'",0,None,451,221
2017-05-02 17:50:43,b'@eruxmcxx If it gives you this much stress and anger :/ I can help you look too?',0,None,197,176
2017-05-02 17:50:41,"b""RT @ughsp: I stress so much that I stress abt being stressed n even when I'm not stressin I'm stressing n now I'm stressing about somethin\xe2\x80\xa6""",2,None,539,484
2017-05-02 17:50:41,"b""RT @Iifepost: school is not even about learning. it's about how much stress you can handle before you have a mental breakdown.""",1150,None,212,256
2017-05-02 17:50:40,b'RT @UrFavritAsshole: VIRGO: DONT STRESS OVER MONEY BECAUSE EVERYBODY IS HAVING MONEY PROBLEMS. TRY TO SAVE MONEY AND FIND A BETTER JOB HOE',24,None,916,539
2017-05-02 17:50:37,"b'RT @UrFavritAsshole: LIBRA: DONT LET ANYTHING STRESS U OUT, U HAVE ENOUGH TO DEAL WITH RIGHT NOW. HANDLE WHAT U CAN AND LEAVE DA REST IN GO\xe2\x80\xa6'",101,None,311,410
2017-05-02 17:50:36,"b""RT @byekhanyi: don't stress us please https://t.co/Gjm1I4kHV1""",340,None,172,987
2017-05-02 17:50:35,"b'Wedual Fidget Cube Fidget Dice Toy - Now available in 13 different colors! - Relieves Stress &amp; Anxiety, Helps ... -\xe2\x80\xa6 https://t.co/pzoNHopg7T'",0,None,1482,373
2017-05-02 17:50:34,b'RT @fuckbray: im 99% stress',190,None,118,71
2017-05-02 17:50:34,"b""NY's hottest club is 'doctorate'. It has everything. Stress hives. EDNOS. That thing when you cry in the shower like a lifetime movie victim""",0,None,68,91
2017-05-02 17:50:32,b'RT @_richjxy: I got real shit to stress about',3,None,144,120
2017-05-02 17:50:32,"b""Young but stress like you're 40""",0,None,179,223
2017-05-02 17:50:31,b'I just wanna b able to watch 13 going on 30 in peace without the stress of school creepin on me every 10 mins is that too much to ask CMONNn',0,None,288,266
2017-05-02 17:50:31,b'RT @Descriptions: #FreshmanAdvice wear this and the girls will line up. I cannot stress this enough \xf0\x9f\x98\xa9\xf0\x9f\x98\xa9\xf0\x9f\x98\xa9 https://t.co/BaVKUcwdGD',526,FreshmanAdvice,463,249
2017-05-02 17:50:30,"b""RT @DonIadGIover: my stress stresses me out to the point where i'm too stressed to deal with my stress.""",8053,None,70,196
2017-05-02 17:50:30,"b""RT @MsUltraRawkstar: You can't stress over which shows to go to if there are never any shows in your area. *internal sobbing* https://t.co/\xe2\x80\xa6""",1,None,307,460
2017-05-02 17:50:29,b'RT @rachelmmolenda: Learn how to use #adaptogens to reduce #stress in my newest post up on @joyoushealth ! https://t.co/ZnPDho2oT7 #stressr\xe2\x80\xa6',1,adaptogens,27,108
2017-05-02 17:50:29,b'RT @UrFavritAsshole: CAPRICORN: U THINK TOO MUCH ABOUT BULLSHIT &amp; STRESS OVER IT FOR NOTHING. IF ITS NOT EFFECTING YOUR HEALTH OR MONEY DON\xe2\x80\xa6',57,None,533,428
2017-05-02 17:50:28,b'RT @ReachOutIRL: Watch: Managing exam stress: https://t.co/6WLqjqrI9f',3,None,217,245
2017-05-02 17:50:26,"b""RT @byekhanyi: don't stress us please https://t.co/Gjm1I4kHV1""",340,None,1007,870
2017-05-02 17:50:26,"b'@ConnarchyInUSA @LauraButler6 @theblaze EDDIES GETTING ANGRY.... BREATH DEEPLY...NEED A STRESS BALL EDDIE???? Calm, calm'",0,None,2243,2452
2017-05-02 17:50:25,"b""Never Stress out over a bitch that don't wanna fwy""",0,None,2699,1983
2017-05-02 17:50:25,b'RT @DruggieVibes: Roll up your stress',589,None,735,546
2017-05-02 17:50:25,"b""RT @NotebookMsgs: self reminder: you're still young and you're not supposed to have your whole life figured out yet. don't stress. everythi\xe2\x80\xa6""",218,None,168,67
2017-05-02 17:50:23,"b'Race day (or meet day) is all about having fun maxing out, not existential stress.'",0,None,473,266
2017-05-02 17:50:20,"b""@thehill Is he really growing loonier by the day? Stress effect? Don't think he feels stress out of moral concerns; maybe over neg. press?""",1,None,155,476
2017-05-02 17:50:18,b'RT @elisabracelandd: Cannot stress how IMPORTANT it is to tell people you love them while you  still can',131,None,683,199
2017-05-02 17:50:18,"b'RT @DickHumbler: Be thankful for little things. Growth, clean water, food, warm bed. Right now someone is praying for the life you complain\xe2\x80\xa6'",877,None,1822,862
2017-05-02 17:50:16,"b""RT @byekhanyi: don't stress us please https://t.co/Gjm1I4kHV1""",340,None,1037,730
2017-05-02 17:50:15,b'RT @xanria_018: Life is too short to stress yourself with people who don\xe2\x80\x99t even deserve to be an issue in your life.\n#ALDUBxDTBYMahalPaRin',17,ALDUBxDTBYMahalPaRin,102,47
2017-05-02 17:50:15,"b""I want to make bath bomb versions of legal textbooks. That way when you're hating on civ pro you can watch it (and your stress) melt""",0,None,180,102
2017-05-02 17:50:14,"b'""I feel like my brain undergoes the stress,and got Bad telepathY, my bones straining under the weight of all the li\xe2\x80\xa6 https://t.co/Gc6C6JMlSu'",0,None,281,108
2017-05-02 17:50:13,"b'RT @UrFavritAsshole: LIBRA: DONT LET ANYTHING STRESS U OUT, U HAVE ENOUGH TO DEAL WITH RIGHT NOW. HANDLE WHAT U CAN AND LEAVE DA REST IN GO\xe2\x80\xa6'",101,None,918,499
2017-05-02 17:50:13,b'I use self #hypnosis techniques and you can too! https://t.co/js6ftJubOd #relax #stress',0,hypnosis,16920,5129
2017-05-02 17:50:13,b'RT @MVPMNY: #Maldives Amb @AhmedSareer &amp; Amb @sebastianocardi stress importance of partnerships for #SIDS for imple of #samoapathway #Clima\xe2\x80\xa6',14,Maldives,759,254
2017-05-02 17:50:12,"b'I\'m so weak between my crazy long term tiredness, my low-key stress and the heat I was considering being like ""SHUT UP PLEASE"" to thos garls'",0,None,371,1713
2017-05-02 17:50:12,b'Stress can really can bring you to the brink of insanity\xf0\x9f\x99\x82',0,None,110,214
2017-05-02 17:50:09,b'Urgency is good https://t.co/KijMyuTsCl #leadership',0,leadership,1674,2283
2017-05-02 17:50:08,"b""maybe it's the stress from finals week but idk i'm just real beyond thankful for the people in my life \xf0\x9f\x92\x95""",0,None,171,373
2017-05-02 17:50:08,b'RT @HealingMB: Stressed? Sit back and relax ..#nature #mindfulness #stress https://t.co/YjkLjGJ1qT',33,nature,4365,3960
2017-05-02 17:50:06,b'How to reduce stress from #HouseHunting - new post on Housefax blog \xf0\x9f\x8f\xa1 https://t.co/XgjPfTXc7B',0,HouseHunting,3397,4792
2017-05-02 17:50:05,"b'The Tim Ferriss Radio Hour: How to Control Stress, Upgrade Your Nutrition, and Build the Mindset of a Gladiator https://t.co/i4bBpinCcj'",5,None,1427675,1264
2017-05-02 17:50:05,b'RT @plies: B4 I Let U Stress Me I Rather Stop F*ckin With U All 2gether......',4508,None,2173,942
2017-05-02 17:50:05,b'Learn how to use #adaptogens to reduce #stress in my newest post up on @joyoushealth ! https://t.co/ZnPDho2oT7\xe2\x80\xa6 https://t.co/wAEZ4jTT0L',1,adaptogens,919,1657
2017-05-02 17:50:04,"b""Just restarted my laptop, nope it's fucked. \xf0\x9f\x98\xa9stress levels rising. Deadlines looming. Why now?!""",0,None,102,354
2017-05-02 17:50:04,b'RT @eethvn: never stress over rumors because the only person you have to prove yourself to is God',29,None,1066,564
2017-05-02 17:50:03,"b""Don't stress about finals! Come to the Sellar on Thurs., May 4th from 10pm-3am to study! We'll provide free doughnu\xe2\x80\xa6 https://t.co/YFCyTk3cin""",0,None,2046,153
2017-05-02 17:50:03,b'RT @Positivevibe101: Cutting toxic people out and minding your own business is KEY to living a happy stress free life',380,None,826,399
2017-05-02 17:50:02,"b'RT @UrFavritAsshole: LIBRA: DONT LET ANYTHING STRESS U OUT, U HAVE ENOUGH TO DEAL WITH RIGHT NOW. HANDLE WHAT U CAN AND LEAVE DA REST IN GO\xe2\x80\xa6'",101,None,1047,592
2017-05-02 17:50:02,b'RT @Zero_Hour_One: Yes they do they target when kids are looking up stress relievers.\n\nThey use targeted ads.\n\nFacebook is full of shit.\n\n@\xe2\x80\xa6',7,None,1571,1493
2017-05-02 17:50:01,"b'When coal workers lose their jobs, it can put tremendous stress on the local economies. https://t.co/xcpWtLWoyU'",1,None,3307,1135
2017-05-02 17:50:01,"b""RT @alyssaaesposito: Can't wait for the stress free, summer days&lt;333""",35,None,217,194
2017-05-02 17:50:00,b'@Meglouhbaum Sorry\xf0\x9f\x98\xac I blame it in exam stress\xf0\x9f\x98\x82',0,None,1289,718
2017-05-02 17:50:00,"b'RT @vicki_leblanc: @kaifpardhan @EMUofT Yes, with @HumanFact0rz, we are looking at effectiveness of stress inoculation training in Toronto\xe2\x80\xa6'",2,None,690,348
2017-05-02 17:49:59,b'Stress level: https://t.co/Edh7h3Hncj',0,None,357,229
2017-05-02 17:49:58,b'UK #Health No.3 Hand Spinner Stress Relief Toy Colourful Aluminum ... https://t.co/goNo91nb4O https://t.co/pNkhIEQjGZ',0,Health,104,5
2017-05-02 17:49:57,b'RT @AllHailJP: yes no stress just sex https://t.co/EgzMxsc7s7',1,None,5334,3889
2017-05-02 17:49:55,"b""RT @leo_scopes: May 2nd Horoscope: Your stress levels can be reduced significantly if you're willing to accept what... more: https://t.co/q\xe2\x80\xa6""",1,None,400,1985
2017-05-02 17:49:54,b'i cant stress this enough https://t.co/qTWM0ptLNl',0,None,411,588
2017-05-02 17:49:53,b'RT @TheDIYHacks: You only need two close friends in which you can trust and dedicate yourself to. Having too many friends can lead to depre\xe2\x80\xa6',85,None,204,292
2017-05-02 17:49:53,"b'RT @DickHumbler: Be thankful for little things. Growth, clean water, food, warm bed. Right now someone is praying for the life you complain\xe2\x80\xa6'",877,None,641,955
2017-05-02 17:49:50,"b""@BethTudge Stress makes your lips sore? That's weird \xf0\x9f\x98\x82""",0,None,349,1017
2017-05-02 17:49:49,b'RT @harrycurI: listening to harry talk and sing is the healthiest way for me to relieve all my stress and calm my anxiety i could never rep\xe2\x80\xa6',15,None,2349,787
2017-05-02 17:49:49,b'RT @fuckbray: im 99% stress',190,None,330,266
2017-05-02 17:49:49,"b""You can't stress over which shows to go to if there are never any shows in your area. *internal sobbing* https://t.co/UqnjQ4kk03""",1,None,2824,1773
2017-05-02 17:49:49,"b'RT @IntThings: Remember, most of your stress comes from the way you respond, not the way life is. Adjust your attitude, and all that extra\xe2\x80\xa6'",1042,None,857,539
2017-05-02 17:49:49,b'#7: Meishatong Anti-Spinner New Style Fidget Hand Spinner Stress Relief Anxiety Stress... https://t.co/Vr8kwJp99R https://t.co/8FlEeuKmd2',0,None,15,0
2017-05-02 17:49:48,b'RT @wtfisaiah: I feel like I stress myself out for no reason lol',8,None,340,223
2017-05-02 17:49:47,b'aaaaaaaaaaaa yo no creo poder con el stress I vote for @BTS_twt for #BTSBMAs  for Top Social Artist',0,BTSBMAs,2,36
2017-05-02 17:49:46,"b"".@yourkmg Baby, come through\nAnd you ain't gotta stress\nYou know I'm the best\nI know what to do\nI know what to do""",0,None,9756,9567
2017-05-02 17:49:45,"b""self reminder: you're still young and you're not supposed to have your whole life figured out yet. don't stress. everything will work out""",0,None,23,60
2017-05-02 17:49:43,b'after dance? \xe2\x80\x94 YES i need to not stress out abt school i need some... https://t.co/7wH2nNGKnU',0,None,1543,329
2017-05-02 17:49:43,"b'RT @IntThings: Remember, most of your stress comes from the way you respond, not the way life is. Adjust your attitude, and all that extra\xe2\x80\xa6'",1042,None,198,274
2017-05-02 17:49:40,"b'RT @RankenJordan: Support on #givestlday makes programs like therapeutic art possible. It decreases stress, increases self-esteem &amp; improve\xe2\x80\xa6'",2,givestlday,1479,1451
2017-05-02 17:49:40,b'RT @PearlSattler: \xe2\x97\xbe\xef\xb8\x8fCOLLEGE STUDENTS\xe2\x97\xbe\xef\xb8\x8f\n\nPLEASE VOTE FOR ONE OF THE FOLLOWING ON WHAT YOUR BIGGEST STRESS IS IN COLLEGE. THANK YOU!',2,None,802,385
2017-05-02 17:49:39,"b""RT @AmyLStockwell: Me pretending I'm not overwhelmed with stress and have a lot of work to do whilst wasting time on Asos https://t.co/qnlp\xe2\x80\xa6""",2,None,267,333
2017-05-02 17:49:38,"b""RT @NotebookMsgs: self reminder: you're still young and you're not supposed to have your whole life figured out yet. don't stress. everythi\xe2\x80\xa6""",218,None,1437,739
2017-05-02 17:49:36,"b""Why stress over some shit that you don't have control over?""",0,None,298,1052
2017-05-02 17:49:35,b'Travelling at prime time takes about 5 years off your lifetime from the sheer amount of stress you experience \xf0\x9f\x98\x82 #London #neveragain',0,London,311,506
2017-05-02 17:49:34,"b'RT @PapaJackQuote: No lovelife, no commitment, less stress.'",211,None,305,119
2017-05-02 17:49:32,"b'RT @TrapStarMarco: less stress, more money \xf0\x9f\x92\xb8'",17,None,844,676
2017-05-02 17:49:32,b'RT @elisabetherapy: PTSD: Post Trumpatic Stress Disorder',40,None,359,1282
2017-05-02 17:49:31,b'stress bodo',0,None,106,81
2017-05-02 17:49:31,b'weight loss from work stress is a real thing bruh.',0,None,1696,788
2017-05-02 17:49:30,"b""RT @joeyBADASS: Everyday I give a fuck less. It just may be my luck that I'm blessed, got me screaming FUCK STRESS!""",5652,None,635,3239
2017-05-02 17:49:30,b'RT @_chudadddy: The gym and grocery shopping is one of stress relievers lmao besides sleeping too.',3,None,333,442
2017-05-02 17:49:29,b'RT @wuutalyssa: cant stress how important reassurance is https://t.co/VvqpazmXey',15801,None,463,885
2017-05-02 17:49:29,"b'RT @RealNiggaViews: Not everyone in your life are meant to stay so you gotta find the people who bring out the best in you, not the stress\xe2\x80\xa6'",185,None,2770,1934
2017-05-02 17:49:27,"b""RT @byekhanyi: don't stress us please https://t.co/Gjm1I4kHV1""",340,None,3108,2007
2017-05-02 17:49:27,b'Let down you hair let go the stress',0,None,1349,558
2017-05-02 17:49:25,b'Get FREE shipping on Fidget Spinner Toy Stress Reducer Amazing Fast Tri-Spinner Fidget Spinner EDC Focus Toy ... -\xe2\x80\xa6 https://t.co/GIBtbOvLSG',0,None,1482,373
2017-05-02 17:49:24,b'Glad I have a stomach bug to match my spring allergies and midterm stress \xf0\x9f\x98\x8d\xf0\x9f\x98\x9c\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc\xf0\x9f\x92\xaf\xf0\x9f\x91\x85\xf0\x9f\x92\xa6',0,None,343,223
2017-05-02 17:49:24,b'RT @DOPEDAEGU: I vote @BTS_twt for Top Social Artist Award #BTSBBMAs\n\ni cant stress enough how jimin looks SO GOOD with everything he just\xe2\x80\xa6',747,BTSBBMAs,13,217
2017-05-02 17:49:21,b'@CKapaun @davidallengreen The British approach is really not allowing us living in the Netherlands many stress free\xe2\x80\xa6 https://t.co/yLYm3D1cRu',0,None,1222,1281
2017-05-02 17:49:20,b'RT @BCBSAssociation: Studies show time with a pet can lower stress hormones &amp; improve happiness &amp; relaxation. #NationalPetDay https://t.co/\xe2\x80\xa6',163,NationalPetDay,216,303
2017-05-02 17:49:20,b'yes no stress just sex https://t.co/EgzMxsc7s7',1,None,3056,2514
2017-05-02 17:49:20,"b""I stress about stress before there's even stress to stress about. https://t.co/nFYt0SjvLs""",0,None,1433,1039
2017-05-02 17:49:19,b'RT @kangpehealth: The demands of work or running your own business can stress you out https://t.co/4D3USUXF3j happy #WorkersDay in arrears\xe2\x80\xa6',1,WorkersDay,434,488
2017-05-02 17:49:18,"b'RT @MisterHugotero: When I play my music, all my problems, stress, bad moods disappear, for a while.'",11,None,378,575
2017-05-02 17:49:18,b'RT @HealingMB: Stressed? Sit back and relax ..#nature #mindfulness #stress https://t.co/YjkLjGJ1qT',33,nature,3215,3892
2017-05-02 17:49:17,"b'RT @MarilynMonroeDC: I miss being a little kid with no stress, worries, or care in the world.'",50,None,418,497
2017-05-02 17:49:16,"b""I can't stress enough this is a #MustWatch documentary for Labor folks, Workers &amp; anyone involved in #socialjustice\xe2\x80\xa6 https://t.co/OvyPWVGB3S""",0,MustWatch,2321,1579
2017-05-02 17:49:15,b'5 simple ways to destress after a long day - https://t.co/E3y0mfj5yr is an inevitable part of life. Today\xe2\x80\x99s busy ... https://t.co/Safqi1X8cA',0,None,184,379
2017-05-02 17:49:14,"b'RT @RankenJordan: Support on #givestlday makes programs like therapeutic art possible. It decreases stress, increases self-esteem &amp; improve\xe2\x80\xa6'",2,givestlday,1200,197
2017-05-02 17:49:13,"b""RT @byekhanyi: don't stress us please https://t.co/Gjm1I4kHV1""",340,None,463,450
2017-05-02 17:49:12,"b""RT @gabbybabiaa: as long as you got God on your side, there's no reason to stress""",17,None,534,364
2017-05-02 17:49:09,"b""RT @byekhanyi: don't stress us please https://t.co/Gjm1I4kHV1""",340,None,1834,846
2017-05-02 17:49:08,"b'RT @UrFavritAsshole: LIBRA: DONT LET ANYTHING STRESS U OUT, U HAVE ENOUGH TO DEAL WITH RIGHT NOW. HANDLE WHAT U CAN AND LEAVE DA REST IN GO\xe2\x80\xa6'",101,None,625,501
2017-05-02 17:49:08,b'RT @Herbalife: Avoid stress snacking at the office \xf0\x9f\x92\xbc by knowing the triggers for emotional eating https://t.co/P9D9yUHPLn',18,None,35,123
2017-05-02 17:49:06,b'RT @HogenJeffrey: I need a lot more sleep &amp; a lot less stress',4,None,578,409
2017-05-02 17:49:04,"b""RT @byekhanyi: don't stress us please https://t.co/Gjm1I4kHV1""",340,None,947,935
2017-05-02 17:49:04,b'RT @abettertripp: 4 ways to eliminate stress from your #move  #MovingTips  #movingcompany #realestate https://t.co/xmW5w2PE0O https://t.co/\xe2\x80\xa6',13,move,12111,12182
2017-05-02 17:49:03,"b""RT @SINice: I don't understand why ppl think you have to put up with stress and unhappiness for a relationship.""",149,None,1818,1927
2017-05-02 17:49:03,b'Current Aesthetic: Stress-eating an entire bag of Doritos',0,None,647,1075
2017-05-02 17:49:02,b'Tri-spinner Fidget Toy EDC Hand Spinner Anxiety Stress Reliever-Only US$5.99 NewFrog https://t.co/wI2i0JcPJ3',0,None,1609,1
2017-05-02 17:49:02,b'RT @_chudadddy: The gym and grocery shopping is one of stress relievers lmao besides sleeping too.',3,None,1360,687
2017-05-02 17:49:01,b'need a stress reliever..\xf0\x9f\x98\x92',0,None,823,252
2017-05-02 17:49:01,"b'RT @DickHumbler: Be thankful for little things. Growth, clean water, food, warm bed. Right now someone is praying for the life you complain\xe2\x80\xa6'",877,None,238,144
2017-05-02 17:49:00,"b""Don't stress over wh\xce\xb1t could've been, ch\xce\xb1nces \xce\xb1re if it should've been, it would've been""",0,None,9594,1294
2017-05-02 17:49:00,"b'@Becomingyoublog ...pollution, premature ageing and the ageing effects of environmental stress. #MyADVANTAGE'",0,MyADVANTAGE,1162,2931
2017-05-02 17:48:59,"b'RT @TrapStarMarco: less stress, more money \xf0\x9f\x92\xb8'",17,None,5558,4464
2017-05-02 17:48:58,b'RT @RiqqoSuave: I Respect Niggas Who Treating They Girl Right .',29,None,405,352
2017-05-02 17:48:57,b'The amount of stress I feel right now is INSANE',0,None,520,328
2017-05-02 17:48:57,"b""I love to read . I try to write things here and there in my journal. It's a stress reliever.""",0,None,2264,514
2017-05-02 17:48:57,"b""RT @BANGTAN_4_LIFE: Nineteen\nAll we have is some mad teachers &amp; forever lasting stress\nI'm voting for @BTS_twt for top social artist award\xe2\x80\xa6""",2,None,105,202
2017-05-02 17:48:57,b'ABS Stress Reliever Magic Cube for Worker-2.15 Online Shopping| https://t.co/1FytQTugQo https://t.co/DkXaXAbCrt',0,None,3636,3652
2017-05-02 17:48:57,"b'RT @IntThings: Remember, most of your stress comes from the way you respond, not the way life is. Adjust your attitude, and all that extra\xe2\x80\xa6'",1042,None,2276,790
2017-05-02 17:48:55,"b""RT @ohsnapdilu: Fam. Classes end tomorrow. Don't you all have enough stress already lmao""",1,None,384,411
2017-05-02 17:48:52,"b""RT @jiminspasteIs: If you get tired, just rest and comeback. Don't stress yourselves.\n\nI vote for @BTS_twt for the #BBMAs Top Social Artist\xe2\x80\xa6""",222,BBMAs,0,2
2017-05-02 17:48:49,"b""Couldn't stress this anymore. You ain't my friend if you let bitches talk about me in front of you. https://t.co/GgUscn6KAB""",0,None,809,647
2017-05-02 17:48:49,b'RT @elisabracelandd: Cannot stress how IMPORTANT it is to tell people you love them while you  still can',131,None,120,283
2017-05-02 17:48:48,b'Faith relieves the stress',0,None,7509,454
2017-05-02 17:48:47,b'RT @USBTSARMY: Remember only your 1st 100 tweets count! After that they do NOT count them! Please do not stress yourselves by going over 10\xe2\x80\xa6',1580,None,9,4
2017-05-02 17:48:47,b'RT @oh_dipsy_di33r: Girls be stress honestly \xf0\x9f\x98\xa9',8,None,1603,778
2017-05-02 17:48:47,b'ABS Stress Reliever Magic Cube for ... https://t.co/OG0JDGmu9j',0,None,3636,3652
2017-05-02 17:48:45,"b""Me letting go of all my stress once I'm done wth finals next week https://t.co/XpcBqMMII5""",0,None,563,260
2017-05-02 17:48:45,"b""RT @KlvnAmberLondon: I won't let nobody stress me""",31,None,353,163
2017-05-02 17:48:45,"b""Nineteen\nAll we have is some mad teachers &amp; forever lasting stress\nI'm voting for @BTS_twt for top social artist award at #BTSBBMA""",2,BTSBBMA,2118,156
2017-05-02 17:48:44,b'RT @iamalexissantos: But really just wanna have my mamma quit her job so she can live stress free and comfortably the rest of her life..',2,None,118,97
2017-05-02 17:48:42,"b""RT @NotebookMsgs: self reminder: you're still young and you're not supposed to have your whole life figured out yet. don't stress. everythi\xe2\x80\xa6""",218,None,387,171
2017-05-02 17:48:37,b'Survey finds Irish doctors under significant stress  https://t.co/H391PzdQMQ',0,None,66,2
2017-05-02 17:48:33,"b'RT @ArawArawKowts: When I play my music, all my problems, stress, bad moods disappear for a while.'",1,None,214,490
2017-05-02 17:48:33,"b""RT @Iifepost: school is not even about learning. it's about how much stress you can handle before you have a mental breakdown.""",1150,None,153,204
2017-05-02 17:48:33,b'Experts Stress The Importance Of #Sisi\xe2\x80\x99s Visit To Kuwait\nhttps://t.co/kgq6CLQ8Ua\n@arabstodayEN https://t.co/MOFMqHKjip',0,Sisi,3210,5003
2017-05-02 17:48:32,b'RT @mnthomas: 10 signs you need better #AttentionManagement skills. https://t.co/i2EeDONtFZ https://t.co/FZTc1FJEqT',1,AttentionManagement,77,249
2017-05-02 17:48:32,b'RT @UMKansasCity: Stress Less Fest starts tomorrow! #UMKC #KC #Finals https://t.co/k5d8njFQQS',2,UMKC,604,253
2017-05-02 17:48:31,"b""One more reason to stress out. Gotta head to aacc to print out an essay that was submitted online and is on the MacBook I don't have with me""",0,None,41,66
2017-05-02 17:48:31,b'@krzyx0 @JhonnyVonMom stress',0,None,41,78
2017-05-02 17:48:31,"b""RT @jimmywopo_: don't ever stress about someone who never made you their first priority""",1309,None,365,193
2017-05-02 17:48:31,"b""RT @hennythoughts: I'm so happy. Like one of those free, full of laughter, never letting anything stress or discourage me, always smiling h\xe2\x80\xa6""",124,None,1171,813
2017-05-02 17:48:30,"b'RT @DickHumbler: Be thankful for little things. Growth, clean water, food, warm bed. Right now someone is praying for the life you complain\xe2\x80\xa6'",877,None,191,110
2017-05-02 17:48:28,b'RT @Shawnife_: Very tiring day. School is just stress \xf0\x9f\x98\x93',4,None,1688,1787
2017-05-02 17:48:28,b'RT @PETTYMAMII: ONE MONTH OF SCHOOL LEFT \nONE MONTH OF SCHOOL LEFT \nONE MONTH OF SCHOOL LEFT \nONE MONTH OF SCHOOL LEFT \nONE MONTH OF SCHOOL\xe2\x80\xa6',183,None,405,352
2017-05-02 17:48:25,"b""RT @gxyoongi: @happeesy @yoonminite @BTSPHUNION They claim its a birthday bash...ironic their the ones trying to stress about the boy's pri\xe2\x80\xa6""",23,None,139,488
2017-05-02 17:48:25,"b'RT @Sav_taylorr: i just wanna live a long, happy &amp; stress free life with the person i love'",3,None,706,1802
2017-05-02 17:48:22,b'@Honeybeejee_ hisoka is banned in my house and Riley calls him clown daddy imagine the stress I am under',0,None,253,362
2017-05-02 17:48:21,"b'RT @PapaJackQuote: No lovelife, no commitment, less stress.'",211,None,642,94
2017-05-02 17:48:20,"b""RT @LSDTribe: You'll find your way. You'll figure it all out. You're growing. You're learning. You'll never know everything. Don't worry. D\xe2\x80\xa6""",2441,None,210,89
