username,author id,created,text,retwc,hashtag,followers,friends,polarity,subjectivity
Relationship ♡,89423854,2017-05-24 01:45:17,"I love sleep. You forget about pain, problems, stress, everything for a while.",2236,None,4336925,2524,0.5,0.6
Rajdeep Sardesai,56304605,2017-05-23 05:14:38,"Sober mature coverage of awful Manchester terror attack by BBC  is lesson for us: even in times of high stress, put sense above sensation!",642,None,6125163,492,-0.128,0.388
NSPCC,38292671,2017-05-23 09:02:34,"Following the attack in Manchester, your child may feel upset or anxious. #Childline has info:... https://t.co/429omMFjQW",1166,Childline,203203,3760,-0.125,0.55
UberFacts,95023423,2017-05-24 14:17:01,Eating bananas is a natural cure to reduce the effects of stress and anxiety.,442,None,13481595,1,0.1,0.4
UberFacts,95023423,2017-05-24 17:17:01,Hugging or holding hands with someone special can instantly reduce stress.,274,None,13481595,1,0.17857142857142858,0.6190476190476191
UberFacts,95023423,2017-05-24 05:17:00,Music has been proven to effectively lower stress hormone levels.,432,None,13481595,1,0.6,0.8
Harvard Biz Review,14800270,2017-05-23 16:24:03,"Stress is caused not by other people or external events, but by your reactions to them.
https://t.co/uTKtq7J3hD",195,None,4523926,195,-0.0625,0.2375
Sam Sykes,79309628,2017-05-23 01:18:30,"In times of great fear or stress, it is best to help someone.",1563,None,18637,600,0.9,0.525
NSPCC,38292671,2017-05-23 11:49:04,"Following the Manchester attack, your child may have questions. #Childline has info: https://t.co/KqcWatrPhZ https://t.co/7icbWWTFbB",182,Childline,203203,3760,0.0,0.1
Humza Yousaf,24069453,2017-05-23 11:52:02,"Would be wise for Editors to have a word with their staff - the next few days will be unbearable for some, they don... https://t.co/A3vj4lg6FL",196,None,55933,4108,0.16666666666666666,0.3333333333333333
Moscato Michael,100020413,2017-05-23 02:21:53,People shouldn't have to fear for their lives when attending a concert! It should be a release from stress and a time of fellowship!,440,None,175309,229,0.0,0.0
G,583280017,2017-05-24 04:10:01,i stress myself out to the point of physical exhaustion,179,None,296437,5233,0.0,0.14285714285714285
Khalil Underwood,2667913824,2017-05-23 02:03:53,NO STRESS ALL SUMMER 2017,258,None,264590,52793,0.0,0.0
edutopia,35415477,2017-05-23 20:53:01,4 powerful mindsets for turning stress into a positive force: https://t.co/3G3eO4Wxde. #wellnesschat https://t.co/6SirLWaOCd,71,wellnesschat,922138,69979,0.2636363636363636,0.7727272727272727
Joseph Prince,22000517,2017-05-23 00:01:41,Live life God's way--without stress and strife! Trust Him to provide everything that you need (see Ps 23:1 NLT).,337,None,341375,4,0.17045454545454544,0.5
