username,author id,created,text,retwc,hashtag,followers,friends,polarity,subjectivity
Paula White-Cain,27768807,2017-05-17 13:01:24,Don't let stress &amp; worry consume your day!! #PraiseGod #Worship your way through it!!,139,PraiseGod,519061,33329,0.0,0.0
Laura Kuenssberg,61183568,2017-05-16 08:48:14,"Labour sources stress plans for water nationalisation part of capital spend, so not part of today's costings",61,None,624272,1369,0.0,0.0
The Economist,5988062,2017-05-16 02:28:48,"33 countries face extremely high water stress by 2040, according to the World Resources Institute https://t.co/UG0mDvyzN7",413,None,20655528,159,0.16,0.5399999999999999
9GAG,16548023,2017-05-10 12:00:47,Stress is caused by giving a f*ck...,7398,None,9524001,10,0.0,0.0
Men's Health Mag,25093616,2017-05-16 08:55:01,Surprise! Your smart phone addiction is ruining your life. https://t.co/RmfJtaEJKH https://t.co/KcQ2eSujtQ,29,None,4198655,1014,0.21428571428571427,0.6428571428571429
The Late Show,2835886194,2017-05-16 04:18:24,"Jane Krakowski: Now that I've put on my Trump 10, I've gotta work out a little bit. 

Colbert: I'm just stress-eati... https://t.co/vtXYZAGtdP",47,None,447559,362,-0.1875,0.5
JAY VERSACE,2922268330,2017-05-10 01:48:27,I'm stressing out and ppl keep putting more stress on me,1718,None,469795,27578,0.5,0.5
A-Tron : TheKingOfLA,25866873,2017-05-10 01:40:31,"Too young for unecassary stress, I gotta live",1111,None,65702,9998,0.11818181818181818,0.45
The Onion,14075928,2017-05-10 19:22:06,Constitution Rapidly Ages Another 100 Years From Stress Of Repeated Crises https://t.co/XBZzouCBax https://t.co/UbUZHlNgXT,1137,None,9907546,16,0.0,0.0
💔,167484753,2017-05-15 18:53:09,woke up stress free and blessed.,1173,None,430399,56,0.4,0.8
UberFacts,95023423,2017-05-13 18:17:00,Some people can wake up at the right time just by anticipating it--their bodies start producing stress hormones one hour before waking.,626,None,13487634,1,0.2857142857142857,0.5357142857142857
David Sirota,14855994,2017-05-14 19:47:28,The richest country in human history is making deliberate choices to keep its population under this form of stress https://t.co/9cVeeqxakH,682,None,80350,1919,0.0,0.1
Soulja Boy (Draco),16827333,2017-05-12 18:56:38,"Don't cry over the past, it's gone. Don't stress about the future, it hasn't arrived. Live in the present and make it count.",635,None,5208823,308,-0.02840909090909091,0.21875
queen quen,1587217921,2017-05-10 00:10:25,Waking up from my stress induced coma to the aroma of the food that my parents don't cook https://t.co/npny2OxFHu,899,None,145259,273,-0.1,0.0
Carter Reynolds,363961928,2017-05-12 18:43:36,"Surround yourself with those who bring out the best in you, not the stress in you",946,None,2907951,5100,1.0,0.3
Steve Inskeep,115710058,2017-05-09 02:09:02,"""It shows how the President reacts under stress. It's something you never want the enemy to know. And yet it's all... https://t.co/wLNcdo6t8J",270,None,179342,1950,0.0,0.0
Raw Story,16041234,2017-05-09 03:16:35,Naval War College prof explains how Trump's 'stress' tweets are a roadmap for America's enemies... https://t.co/SK0wMdfAD6,216,None,139882,3049,0.0,0.0
edutopia,35415477,2017-05-09 11:32:24,"A happy, healthy classroom starts with a happy, healthy teacher: https://t.co/uMMIbOyuzI. #edchat https://t.co/ZZ2QWcVogD",424,edchat,920290,69983,0.65,0.75
AcneSkinSite,143014330,2017-05-09 08:45:00,Add 3-4 drops of lavender oil to your bath. It not only smells great but help reduce stress. Stress Free = Acne Free!!!,203,None,834201,6,0.49531250000000004,0.8374999999999999
Joseph Rowntree Fdn.,19834221,2017-05-09 12:42:07,"What's the relationship between #ukpoverty, stress and mental health? https://t.co/GXBE8gzQDH... https://t.co/Mr7kO2MKTt",77,ukpoverty,143249,73738,-0.1,0.2
The Voice,216444984,2017-05-09 20:02:01,#VoiceResults stress us out. https://t.co/Phc3GCc4OB,88,VoiceResults,4978316,9678,0.0,0.0
Natalie Bennett,16596200,2017-05-09 12:30:30,Early good (if unsurprising) news from Finland's universal basic income trial #ubi. A carer freed from worry https://t.co/0mTYqHqEuT,90,ubi,138349,82452,0.19999999999999998,0.25625000000000003
National Geographic,34305774,2017-05-09 00:10:03,These photos explore what wealth means in the 21st century--and how stress and emptiness can come from pursuing it.https://t.co/wGWLAiCnWz,154,None,261898,796,0.0,0.0
Scientific American,14647570,2017-05-09 15:43:52,"Tweaking the gut microbiome may hold promise for fighting stress, anxiety
https://t.co/U9bF4x85SW https://t.co/3raEGmWVGe",113,None,2700005,3877,0.0,0.0
Entrepreneur,19407053,2017-05-09 09:05:07,Stressed Out? 3 Ways to Weed Out Stress From the Workplace https://t.co/YqgPtXDXdQ,106,None,3029854,1442,0.0,0.0
ArunVijay,196610668,2017-05-09 06:06:54,"Happy B'day 2 my stress buster,lucky charm! #ArnavVijay ,Ur innocence &amp; smile hv taught me a lot.I thank God 4 bles... https://t.co/CruZci50HT",117,ArnavVijay,343612,74,0.65,0.55
Salman Khurshid,144470981,2017-05-09 17:31:36,Sad that sitting HC judge sent to prison for contempt of Supreme Court. Is this tip of an iceberg? Institutions under unprecedented stress?,146,None,22441,616,0.04999999999999999,0.95
Fly FM,34834349,2017-05-09 13:50:19,YUP! Who's feeling the stress?? [?] https://t.co/4W8fnYTftZ,91,None,327781,148,0.0,0.0
DYLAN EVANS,292417849,2017-05-09 16:37:36,Don't stress over the irrelevant ,71,None,50995,1974,-0.5,1.0
Mayo Clinic,14592723,2017-05-09 16:08:03,"#Meditation: A simple, fast way to reduce #stress https://t.co/iH08KMl3oE https://t.co/6KpyIB3TAk",54,Meditation,1565420,1824,0.1,0.47857142857142854
